image_url,labels,labels_crops,source,status
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7a397f70-f00b-5d7e-9fed-3ac6462b0dc0.jpg,closed,"[21, 79, 327, 375]","moad,Existing Data,,tr data ",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d6ab6970-f948-5b36-85b4-759fb664fd57.jpg,closed,"[98, 65, 381, 287]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/933b116d-adad-5f6f-8ab8-d327be1eeea1.jpg,open,"[317, 724, 390, 845]","e,,Existing Data,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0b060ec1-f6dc-54d9-b377-e360fee8a367.jpg,peeptoe,"[60, 21, 598, 578]","Existing Data,,tr data ",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1aa3a72f-b3e9-5dbf-9d52-79f11da7d1cc.jpg,open,"[7, 13, 162, 162]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1367f391-18fb-5719-bdf1-2a47db5725f8.jpg,open,"[27, 10, 387, 406]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6ed770ad-3711-57ce-984f-b9b8eaee8604.jpg,peeptoe,"[30, 20, 450, 475]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/85180d42-9fce-56f8-b603-41c2170cf8a7.jpg,peeptoe,"[354, 11, 700, 803]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6b71d01c-1a43-5327-ae37-a5450704d4af.jpg,open,"[0, 152, 336, 399]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7a64771d-2f75-58af-bde9-f160fa92f426.jpg,open,"[30, 6, 209, 221]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ae46d922-57a3-5534-bda2-19ec8af2fb10.jpg,open,"[0, 195, 1097, 909]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a83cfd35-3cfc-5684-853f-e99d018b540d.jpg,open,"[25, 175, 286, 365]","e,,Existing Data,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5f51d3b1-8afa-5edb-8935-26671fead2cd.jpg,open,"[0, 147, 560, 718]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/62a00957-a31c-5f43-9838-dd14012012c0.jpg,closed,"[23, 152, 338, 343]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/47cc8d87-c59b-5b5b-8f52-f877b6f7d898.jpg,open,"[0, 569, 355, 997]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5465ed1b-9a02-5815-8bf9-c62fb0b258a8.jpg,peeptoe,"[0, 44, 317, 266]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/72152e09-2ae1-52c3-8b04-a90f7388b8b6.jpg,closed,"[38, 46, 380, 316]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/123cf205-9fc5-5604-852d-869f681e8538.jpg,closed,"[17, 34, 174, 94]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/66c0c910-5d2f-569c-9bb1-7b03bc0d97b5.jpg,peeptoe,"[0, 15, 236, 287]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/98311f29-11a1-5ee6-9455-ce0bc380ae1b.jpg,open,"[164, 0, 287, 285]","e,,Existing Data,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e6d6c5e9-1b1a-5dbd-a894-d77a051e9cac.jpg,open,"[18, 68, 275, 287]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/88d3862a-d30f-5460-97ab-d7587c8495aa.jpg,closed,"[15, 109, 360, 356]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dd7d0411-25fd-5c16-84e8-1a5e2bf44ff6.jpg,peeptoe,"[108, 36, 288, 154]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/17193bca-7579-574d-bb21-0fc38089f436.jpg,open,"[184, 19, 336, 403]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a569c6b2-18b4-5ce8-a396-656086ff4e9b.jpg,open,"[288, 0, 892, 630]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c5782630-93b8-5b0a-9c1a-849f4eb83d61.jpg,peeptoe,"[26, 22, 536, 564]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7fafbc2f-6633-5dc8-850b-8ca8dbf877f9.jpg,peeptoe,"[340, 376, 600, 672]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/493dec49-b913-5a76-a078-3702ace458d8.jpg,open,"[54, 129, 1164, 1381]","Existing Data,,e,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2d30322f-7d7f-5b11-b2bc-c37244ad5364.jpg,closed,"[77, 139, 373, 268]","Existing Data,,tr data ",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/63cf252b-0bcd-5739-933d-c8fa5a5b0636.jpg,open,"[45, 367, 841, 815]","Existing Data,,tr data ",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5e60934e-9dd9-5c48-804c-3859fe0a5baf.jpg,peeptoe,"[102, 132, 2451, 2259]","Existing Data,,tr data ",val
