image_url,labels,labels_crops,source,status
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/22935996-7335-511a-87e7-4f0fb00bf0f1.jpg,stripe,"[119, 49, 499, 460]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/acd5646d-5c1b-546c-b6d9-8e4b0891e26d.jpg,solid,"[320, 320, 438, 498]","google,,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9df8e5a0-d37b-5211-92a5-c9fbc05fc107.jpg,graphic,"[19, 30, 179, 190]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/156750bd-b255-52ec-a70f-ab2f0d249da9.jpg,paisley,"[338, 15, 1257, 1596]","mercari,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a7f0c2c5-d2c4-5414-8ae5-b1f9cc5e4eb8.jpg,aztec,"[24, 80, 528, 395]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/93e57bf7-4051-50ad-836a-5085ce282969.jpg,animal_print,"[189, 379, 445, 947]","old_data,,google,Existing Data,msd_prod",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6a4398d4-a090-5031-b9e9-f66a50ac2336.jpg,stripe,"[188, 0, 406, 598]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1b55ead9-94d4-53bc-a2ff-c75fecdd0529.jpg,argyle,"[29, 52, 238, 362]","google,,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0338d405-fdff-5f05-b87c-dc48c60bf044.jpg,chevron,"[54, 12, 441, 739]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0ebe95f9-9160-538c-9378-6b7aa935d94a.jpg,animal_print,"[346, 53, 678, 821]","google,,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0164c761-83e6-531e-ba38-16e6dfc42f06.jpg,stripe,"[165, 21, 491, 571]","old_data,,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/12ceb5ba-4dc1-5afc-bea5-80d27c9632cc.jpg,camouflage,"[214, 375, 362, 634]","google,,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/405a4040-14c0-506d-a9bd-bc40ae42b825.jpg,stripe,"[28, 298, 460, 614]","old source,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3f9f0d15-5217-532b-a5c1-a506d4172d24.jpg,polka_dots,"[32, 146, 1200, 1107]","mercari,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d953488e-8bcb-5022-ae94-28a1a412b2ff.jpg,camouflage,"[31, 64, 204, 411]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/99d9d2d7-e612-543a-b6fd-230bd685fd64.jpg,spots_objects,"[76, 57, 1488, 1538]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/03718153-1cc8-5def-a45d-0834fb9d06e1.jpg,check,"[12, 0, 289, 211]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b4daebe4-2441-55ad-9053-5dc4497382d7.jpg,check,"[60, 78, 447, 433]","mercari,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/eece71b9-583f-576a-8a1b-9427a3c276eb.jpg,chevron,"[1108, 1387, 1762, 1898]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dc9ce352-b9ce-5efb-8631-272b7e6b0902.jpg,chevron,"[17, 17, 316, 247]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/cd63f7a0-6125-5704-bdf8-b8513e2437a7.jpg,solid,"[356, 121, 751, 1301]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3612dc17-d5dd-5a40-ae60-0de756f3749c.jpg,paisley,"[81, 51, 351, 325]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d3c03adb-1dfb-5927-98fd-7d8f852fa1ca.jpg,spots_objects,"[152, 77, 353, 435]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dd46b933-fb51-5efa-bd5b-c81dd94e831c.jpg,stripe,"[69, 2, 344, 777]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0e48fd23-4142-5869-ac17-88154f7bccff.jpg,aztec,"[44, 0, 134, 220]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/de1265d3-a670-5c4c-bb7b-33dd7031eca3.jpg,stripe,"[21, 65, 743, 773]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8d7839a0-e259-534b-8e88-8c1e3d8d0ff0.jpg,polka_dots,"[352, 347, 590, 942]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ea7d35c2-959e-5fee-82b2-8e2b546dceae.jpg,tie_and_dye,"[578, 313, 778, 716]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ff480d28-0c20-533a-a991-388990b37115.jpg,paisley,"[142, 538, 811, 1153]","mercari,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/99522919-ca45-51e5-a026-a45578ffab71.jpg,stripe,"[30, 216, 551, 749]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4de756c7-4afd-5e40-9f75-9fc8073772ae.jpg,polka_dots,"[590, 1357, 1574, 2709]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/11588bd3-9434-575b-81e8-9b5a8a61f963.jpg,tie_and_dye,"[8, 27, 507, 407]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0d614505-b209-524c-9912-cb277862ae66.jpg,aztec,"[24, 40, 578, 530]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0dc4416b-9237-5944-940b-e785a43faa4a.jpg,solid,"[0, 101, 567, 472]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bcc8d4c2-d48a-5952-94dc-68edd513a4e4.jpg,spots_objects,"[73, 188, 740, 761]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ebda4333-ce6f-56d4-aa3e-5bc809477f36.jpg,stripe,"[408, 177, 742, 812]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e99e2a6e-1a4e-5f49-996c-af53d00cf0ba.jpg,animal_print,"[113, 0, 335, 461]","mercari,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/975da028-846f-5cbf-8cc0-96704556300b.jpg,animal_print,"[80, 207, 1200, 1557]","mercari,,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/492c0ab4-7b97-5c45-83b7-4409b6f3135e.jpg,animal_print,"[84, 10, 602, 707]","mercari,,google,Existing Data,old_data,msd_prod",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/58009fda-753c-5492-bb02-f194c0037543.jpg,graphic,"[253, 66, 746, 990]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/57ed1634-54d3-5a51-a2c3-94ebb5e62c29.jpg,paisley,"[146, 0, 337, 268]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/83650bff-e48d-5082-ba3f-ad5ec08b803f.jpg,solid,"[560, 26, 1335, 743]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/76dc7a54-fb81-598f-8037-e096015c0f29.jpg,floral,"[253, 157, 1011, 1484]","mercari,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/04511146-202d-589f-b689-4f700d4e81e7.jpg,houndstooth,"[520, 2, 696, 393]","old_data,,google,Existing Data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e5793e5f-2d55-5e8e-8e3a-e925a1451138.jpg,solid,"[245, 455, 879, 1000]","old source,,google,Existing Data,old_data,msd_prod",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4a6e7caa-34ec-5d7d-843e-d87d5904f8d2.jpg,houndstooth,"[53, 303, 199, 525]","old_data,,google,Existing Data,msd_prod",train
