image_url,labels,labels_crops,source,status
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b7be8d1e-cbce-523b-9fe3-ccfd44e4f0a4.jpg,knee_high,"[749, 13, 1452, 1826]","footwear_trainingdata,,microwork_training, training_batch,heel,thredup,microwork,Existing Data,Microwork,mi,Micro,microwork_footwear_training",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a8ca41b9-6d83-501e-a8bf-046e4202a906.jpg,over_the_knee,"[141, 0, 432, 636]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c50f83e2-a8ff-5af8-91fd-c0334293a7f4.jpg,mid_calf,"[253, 190, 986, 1075]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4bedd8dd-8547-5338-aee4-2e70aa1e194c.jpg,over_the_knee,"[456, 372, 668, 954]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/726569d5-9a93-503c-9137-57a378f062ad.jpg,ankle_high,"[297, 406, 683, 793]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c89446e9-1e3f-5e62-a1c2-1e0a7aedd9c0.jpg,ankle_high,"[324, 385, 676, 644]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/25c62fcf-4a53-5ac2-a204-bcd1ea6b3133.jpg,ankle_high,"[40, 221, 345, 553]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/41411a6a-c754-509d-91cc-3cee4339973c.jpg,over_the_knee,"[155, 0, 432, 598]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/149273f2-84ce-55bb-89e8-1b4b4a2f44b6.jpg,knee_high,"[649, 161, 1110, 1018]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/30035fa7-39bc-57e9-938f-a9c220c32b5f.jpg,over_the_knee,"[30, 0, 168, 259]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/94a3e3d7-9e01-5259-b926-951dda44dc82.jpg,mid_calf,"[105, 92, 550, 750]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9e8e2dbf-2731-55bc-88be-7bf896e851f5.jpg,ankle_high,"[12, 134, 322, 768]","Existing Data,",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bfbee3b9-237c-572d-940e-1b01e29a4f03.jpg,mid_calf,"[292, 57, 573, 742]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/700adca6-b577-57f1-8827-4242bd5b6093.jpg,mid_calf,"[33, 69, 273, 360]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7985d653-c812-5ee2-97ba-e7cc90a07658.jpg,mid_calf,"[5, 36, 140, 251]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e4d8f6b6-a73e-530a-9cf9-e96c77499a03.jpg,knee_high,"[93, 140, 512, 796]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/829a130e-7e90-563f-a5d8-877a65c7287b.jpg,over_the_knee,"[80, 26, 281, 609]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8467d886-1e14-50dc-87d2-9383b78ffcf1.jpg,thigh_high,"[203, 47, 457, 582]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d2ef9ae3-d91b-501a-91c6-75157d6cdef1.jpg,ankle_high,"[15, 24, 207, 191]","Existing Data,",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bf616cf4-fe85-5f25-bf1b-005906213802.jpg,thigh_high,"[103, 778, 320, 1122]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1677be90-4ad6-5be1-960e-ee8c57d9d576.jpg,ankle_high,"[78, 60, 541, 603]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5b99cdea-cffa-5dda-8279-8ca3a65fe4a8.jpg,thigh_high,"[143, 16, 368, 517]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c5d23d72-613b-51a3-82ad-3c807f602c49.jpg,ankle_high,"[0, 190, 740, 933]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/98f02da4-7ceb-5ed2-9838-efb34c839f8c.jpg,ankle_high,"[21, 159, 232, 353]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/276c9bb0-76eb-505f-9c63-0199bcec272a.jpg,thigh_high,"[382, 0, 850, 2693]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/15c08278-62f7-5eb7-ae74-621e2b023825.jpg,mid_calf,"[116, 242, 195, 486]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/196454da-ebd9-5917-b2f4-e7df1abeebce.jpg,over_the_knee,"[442, 201, 1211, 1721]","Existing Data,",train
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f5c09406-dadd-5fa1-9ecf-9803a062764c.jpg,knee_high,"[198, 53, 480, 732]","Existing Data,",val
https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7afeaf8f-a6f6-568f-b8ef-65fee51d3dc3.jpg,ankle_high,"[207, 303, 496, 740]","Existing Data,",train
